0,15.333,29.786,15.805,51.293,22.45,24.412,49.952,21.582,42.829,24.017,22.564,26.782,31.485,24.178,41.463,29.825,26.547,37.684,5.0722,24.774,33.819,34.998,17.51,44.334,28.248,31.935,32.64,21.25,40.092,6.7842,24.556,27.674,14.596,31.61,21.1,12.826,35.534,18.893,30.392,20.1,19.393,30.656,41.518,49.913,22.376,32.181,28.286,31.365,32.678,21.957,32.947,43.348,13.963,46.726,26.51,44.991,10.521,32.073,28.214,11.492,24.916,17.282,31.886,18.897,47.035,36.218,37.195,36.444,8.0865,33.225,19.346,8.1618,15.881,40.717,24.177,22.588,38.191,22.549,26.092,31.06,21.201,24.61,18.815,30.312,19.894,37.547,24.701,21.389,21.236,15.429,6.1997,34.852,29.132,28.324,5.026,13.005,38.911,32.824,41.699,19.008,38.569,15.094,31.353,14.441,29.859,16.524,30.259,17.99,21.117,28.657,23.363,24.209,34.742,10.315,31.949,37.456,17.858,22.336,44.958,25.152,2.4833,23.338,27.99,40.281,18.46,41.024,21.212,42.706,7.9118,30.749,18.939,28.656,26.114,7.0644,17.974,18.142,28.866,41.439,9.3738,9.207,6.0695,27.946,48.295,36.034,45.165,45,19.572,39.447,50.53,30.487,39.307
15.333,0,19.934,2.1135,42.839,37.782,11.85,58.567,34.574,53.869,26.279,7.2316,32.177,42.736,27.596,40.984,40.81,34.879,33.709,14.575,39.533,38.735,39.285,23.834,57.676,33.377,25.384,46.938,15.447,34.762,11.29,19.749,39.568,25.935,46.857,32.677,27.685,42.341,11.341,34.124,9.2432,9.3299,38.856,51.678,58.36,25.919,36.285,21.315,40.097,46.229,28.903,26.591,40.748,27.526,51.988,16.455,36.186,25.803,47.032,42.297,15.584,39.711,32.22,39.551,29.529,51.123,38.757,48.494,49.111,10.196,46.583,8.2595,23.284,28.879,36.115,23.448,37.565,51.226,37.848,24.874,27.86,25.066,39.766,13.636,24.209,34.838,34.668,39.109,14.407,7.2846,24.242,20.425,25.632,44.27,35.28,10.963,4.4022,46.256,48.123,50.337,10.278,32.858,28.473,17.429,28.433,44.292,29.473,30.782,17.202,28.14,36.586,38.577,38.916,45.352,5.6676,39.534,50.694,13.374,37.2,39.283,32.409,15.525,36.532,26.342,40.813,20.543,43.799,15.977,55.59,15.393,26.699,25.83,31.574,35.201,11.481,32.952,6.2795,21.599,31.812,23.251,22.721,13.779,18.611,57.521,45.068,36.42,36.132,29.676,33.149,42.773,27.616,43.426
29.786,19.934,0,17.907,22.907,49.607,27.565,53.394,39.944,52.955,46.211,18.257,51.943,43.697,22.552,26.755,41.7,33.372,16.938,25.76,47.908,31.641,31.241,43.223,74.088,53.191,43.249,62.09,9.4211,52.553,23.034,9.1711,57.204,43.635,59.296,50.421,42.247,36.945,30.669,26.799,10.837,11.096,36.126,49.607,52.964,45.79,28.784,39.409,59.247,62.429,48.321,44.447,24.289,43.739,43,3.5181,16.259,39.236,60.713,57.835,20.926,54.022,46.43,58.998,32.801,40.772,28.609,66.586,51.617,28.781,63,11.823,35.247,35.633,18.332,43.266,46.888,67.976,48.862,15.227,46.979,22.009,52.973,11.481,42.43,44.366,53.572,54.187,33.448,13.471,42.946,35.976,5.7001,53.665,54.827,27.787,18.422,40.873,60.058,46.158,10.962,50.563,44.857,10.449,36.898,59.244,46.226,20.481,15.244,47.519,34.057,48.87,47.204,44.871,24.383,58.999,67.234,12.499,46.174,20.358,51.836,31.353,41.869,45.926,27.779,18.625,32.921,9.8711,72.49,33.672,45.598,26.042,51.508,34.629,22.801,47.032,13.747,5.039,12.019,39.147,38.916,31.542,1.9263,53.357,42.27,16.489,16.21,48.092,14.267,22.881,14.121,34.293
15.805,2.1135,17.907,0,40.814,38.186,13.394,57.225,34.074,52.881,28.311,7.236,34.105,41.848,25.969,38.981,39.895,33.662,31.609,14.352,39.47,37.116,37.606,25.619,58.902,35.326,27.385,47.921,13.385,36.778,10.943,17.681,40.974,27.294,47.416,34.081,28.434,40.88,13.437,32.441,7.1565,7.2177,37.58,50.569,56.998,27.895,34.615,23.325,41.841,47.388,30.706,28.595,38.667,28.584,50.324,14.412,34.165,26.326,47.78,43.325,14.491,40.52,32.954,41.376,28.701,49.365,36.944,50.013,48.437,11.618,47.782,6.1681,23.509,28.456,34.004,25.547,37.609,52.497,38.133,22.932,29.963,23.53,40.398,11.648,26.241,34.879,36.764,40.042,16.487,5.7586,25.833,21.26,23.598,44.383,37.132,11.857,3.3872,44.826,48.615,49.034,8.1762,34.864,29.574,16.065,28.23,45.231,30.654,28.889,15.456,29.931,35.3,38.765,38.835,44.345,7.0049,41.364,51.926,11.45,37.192,37.172,34.22,16.313,36.054,28.455,38.861,18.954,41.974,13.934,56.897,16.803,28.789,24.599,33.611,34.075,11.061,33.671,4.1922,19.488,29.831,24.2,23.725,15.018,16.544,56.259,43.846,34.396,34.115,31.218,31.04,40.714,25.567,41.706
51.293,42.839,22.907,40.814,0,68.28,49.425,56.722,55.403,61.019,69.118,40.388,74.798,55.011,34.936,24.725,53.316,44.809,17.446,46.659,64.456,37.933,36.538,65.958,94.816,76.064,65.167,82.266,30.077,74.227,44.561,26.877,78.965,65.685,77.803,72.354,62.912,43.473,53.39,34.817,33.714,33.882,45.666,56.993,56.094,68.685,35.727,61.525,81.793,83.251,71.042,66.33,18.923,65.121,43.462,26.406,6.6572,59.55,79.985,78.377,40.71,73.967,66.681,81.694,48.159,39.841,32.259,88.485,63.105,51.455,83.942,34.705,55.219,52.718,14.694,66.097,64.179,89.031,67.079,27.985,69.444,36.338,72.297,32.529,64.532,62.038,75.86,74.58,56.043,36.162,65.422,57.437,17.218,70.418,77.583,50.109,41.135,46.39,78.18,51.89,33.491,72.229,66.28,29.295,54.818,79.384,67.78,28.519,33.953,70.228,44.362,66.621,63.764,54.652,47.177,81.705,88.169,33.457,63.304,10.363,74.548,53.189,57.007,68.632,27.376,35.466,33.702,30.081,93.568,56.16,67.968,41.169,74.414,46.545,44.249,67.181,36.646,22.462,11.262,60.584,60.488,53.944,24.343,57.866,50.274,6.42,6.7221,70.38,12.758,2.5318,23.376,37.062
22.45,37.782,49.607,38.186,68.28,0,45.898,44.668,15.887,33.689,35.319,45.012,32.975,25.066,34.421,51.418,24.755,28.551,51.956,24.552,8.7316,38.539,40.285,27.639,28.451,34.21,49.053,15.528,40.233,54.989,27.876,42.097,20.822,19.556,9.6922,19.339,11.366,36.75,39.168,37.86,41.506,40.641,31.093,34.661,44.957,32.984,38.565,46.312,30.084,18.497,28.338,49.755,55.374,14.667,47.878,46.803,62.721,12.062,11.844,13.567,28.688,8.0779,7.858,32.39,21.426,49.947,43.565,28.301,24.509,29.237,19.552,40.918,14.82,15.929,55.14,38.381,6.4949,24.279,2.1703,40.386,45.564,32.337,4.8104,38.138,47.361,7.0165,50.461,10.364,40.803,43.405,23.821,18.172,53.76,8.5232,31.463,27.083,35.187,38.255,10.547,37.952,39.857,54.019,14.765,53.2,13.498,12.925,15.615,41.603,34.925,27.893,30.408,4.0087,8.8943,28.708,32.593,32.574,23.077,37.123,7.4005,59.893,29.289,22.568,15.593,41.842,49.254,32.837,46.963,39.882,28.382,25.533,46.065,27.638,37.399,26.935,27.937,7.218,40.054,47.204,60.09,16.443,17.267,25.661,47.681,42.078,32.996,62.833,62.782,22.239,55.575,66.929,45.106,43.733
24.412,11.85,27.565,13.394,49.425,45.898,0,70.401,45.368,65.4,23.413,9.3173,30.546,54.16,39.361,51.718,52.278,46.664,43.455,25.326,49.172,50.508,50.997,24.732,61.212,31.351,15.763,52.168,26.08,24.995,22.416,30.211,42.448,30.014,54.132,35.943,34.817,54.189,7.6526,45.832,18.793,19.361,50.669,63.354,70.2,24.143,48.007,12.126,40.129,50.476,29.057,16.943,50.757,33.207,63.716,24.584,42.894,33.936,53.453,47.421,27.351,46.05,39.185,38.76,40.936,62.711,50.238,50.192,60.145,16.726,50.579,18.021,32.533,39.592,45.45,18.97,46.919,54.627,46.398,36.011,20.353,36.888,46.907,24.726,15.117,44.256,26.495,44.85,8.3506,14.532,26.835,27.728,32.964,53.28,34.416,19.389,16.251,58.106,55.654,62.158,20.729,23.002,33.866,20.461,38.659,49.835,34.346,42.065,28.837,28.506,48.405,47.443,48.615,56.925,14.403,38.679,54.358,24.678,46.715,47.903,32.192,23.558,47.257,20.354,51.83,32.334,55.248,26.733,58.64,20.615,18.743,37.636,28.13,46.92,22.693,39.952,16.362,30.726,38.174,29.801,29.061,20.238,26.867,69.317,56.846,43.158,42.793,32.139,41.77,49.887,38.128,55.081
49.952,58.567,53.394,57.225,56.722,44.668,70.401,0,30.828,12.105,73.197,63.588,73.87,20.033,32.003,32.017,21.033,23.862,41.174,46.525,35.978,21.754,22.252,65.703,70.662,75.313,81.503,58.905,47.354,89.994,48.615,44.846,65.243,59.129,49.253,62.172,50.243,16.699,67.451,26.637,54.206,53.265,19.772,10.021,0.72219,71.211,24.611,77.632,73.821,62.696,68.72,82.584,37.799,54.786,13.618,53.334,55.074,47.409,53.556,58.073,43.088,52.678,50.146,75.709,31.069,17.551,25.64,72.938,21.282,57.371,63.8,54.501,44.751,35.218,42.874,74.045,38.229,68.043,42.498,38.279,81.011,33.932,49.184,47.468,79.95,38.742,87.432,55.032,70.386,58.694,62.396,51.776,53.033,39.159,73.71,53.99,54.167,12.67,48.098,8.3096,51.725,88.412,55.593,63.068,37.859,56.845,57.129,33.006,42.478,68.009,22.013,40.706,35.774,16.297,57.036,75.862,66.765,47.077,37.409,46.46,70.906,52.177,30.068,77.875,29.448,38.551,23.064,46.582,71.573,57.697,80.683,32.788,77.107,23.938,48.262,49.946,55.411,48.405,55.989,52.947,53.624,56.021,52.185,2.9501,13.922,54.976,55.252,63.653,46.976,54.296,39.707,20.082
21.582,34.574,39.944,34.074,55.403,15.887,45.368,30.828,0,21.778,43.008,41.299,43.128,10.883,20.494,36.226,9.8251,12.779,38.285,20.103,9.2658,22.763,24.536,35.304,44.27,44.557,53.329,31.402,30.756,61.036,23.285,31.207,35.077,28.37,23.893,31.435,19.416,20.902,40.44,22.62,34.623,33.619,15.22,21.293,30.975,40.899,23.043,49.793,43.167,34.289,37.995,54.29,40.661,23.959,32.193,37.889,50.526,16.672,27.221,29.241,20.496,23.76,19.65,44.95,7.3406,34.104,28.043,43.539,14.871,29.653,35.313,34.377,14.646,5.7803,41.385,44.498,9.858,40.137,13.93,27.643,51.711,19.198,20.693,29.287,51.674,8.9375,57.755,25.694,42.97,37.939,31.825,21.671,42.938,15.15,42.883,26.428,30.689,22.681,23.739,23.244,32.388,59.651,24.77,46.178,7.4699,28.809,26.32,27.353,24.74,37.309,14.55,12.679,8.6187,14.57,30.971,45.098,38.948,28.39,8.8699,46.188,40.091,23.311,2.0067,48.311,33.893,21.419,31.17,30.183,44.268,28.495,51.664,14.433,46.577,11.096,23.098,19.567,34.266,36.397,48.707,22.369,23.102,27.298,38.09,28.622,17.83,50.59,50.621,32.827,42.684,53.748,32.067,27.866
42.829,53.869,52.955,52.881,61.019,33.689,65.4,12.105,21.778,0,64.772,59.794,64.575,11.359,30.41,36.839,13.145,19.874,44.071,40.328,24.969,23.184,24.489,57.036,58.76,65.972,74.762,47.281,45.351,82.705,43.004,43.851,54.491,49.864,37.439,52.087,40.688,17.558,61.343,27.098,51.316,50.311,16.832,4.1385,12.623,62.644,25.666,71.096,63.484,51.236,59.493,75.765,42.629,45.221,21.909,52.1,58.12,38.294,41.804,46.799,38.392,41.526,39.894,65.571,24.488,25.628,28.765,61.708,9.4295,50.739,52.35,51.394,36.402,27.089,46.425,66.247,27.449,56.41,31.539,37.895,73.432,31.369,37.977,44.837,73.134,28.436,79.528,43.989,64.066,55.456,53.493,43.445,53.887,27.465,63.967,47.395,49.586,14.865,36.194,9.8977,48.835,81.272,45.895,61.594,29.234,45.366,47.313,33.963,39.689,58.844,18.916,29.681,24.884,8.5437,51.291,65.738,55.124,44.219,26.738,50.683,61.34,44.782,20.495,70.066,34.062,35.643,28.26,44.612,59.798,50.119,73.328,28.605,68.225,19.025,42.714,39.59,51.9,48.275,58.047,44.075,44.829,48.759,51.435,9.1788,10.959,58.079,58.275,54.026,49.726,58.781,40.639,24.455
