1,1,480,600,LPC,Electricite
2,1,480,600,LPC,Mecanique
3,1,480,600,LPC,Musique
4,1,630,750,LPC,Electricite
5,1,630,750,LPC,Mecanique
6,1,630,750,LPC,Musique
7,1,870,1050,LPC,Electricite
8,1,870,1050,LPC,Mecanique
9,1,870,1050,LPC,Musique
10,1,480,600,LSF,Mecanique
11,1,480,600,LSF,Musique
12,1,480,600,LSF,Electricite
13,1,630,750,LSF,Mecanique
14,1,630,750,LSF,Musique
15,1,630,750,LSF,Electricite
16,1,930,1110,LSF,Mecanique
17,1,930,1110,LSF,Musique
18,1,930,1110,LSF,Electricite
19,2,540,720,LPC,Electricite
20,2,540,720,LPC,Mecanique
21,2,540,720,LPC,Musique
22,2,840,1020,LPC,Electricite
23,2,840,1020,LPC,Mecanique
24,2,840,1020,LPC,Musique
25,2,540,720,LSF,Mecanique
26,2,540,720,LSF,Musique
27,2,540,720,LSF,Electricite
28,2,840,1020,LSF,Mecanique
29,2,840,1020,LSF,Musique
30,2,840,1020,LSF,Electricite
31,3,480,660,LPC,Electricite
32,3,480,660,LPC,Mecanique
33,3,780,960,LPC,Musique
34,3,780,960,LPC,Electricite
35,3,780,960,LPC,Mecanique
36,3,480,660,LSF,Mecanique
37,3,480,660,LSF,Musique
38,3,780,960,LSF,Electricite
39,3,780,960,LSF,Mecanique
40,3,780,960,LSF,Musique
41,4,480,660,LPC,Musique
42,4,480,660,LPC,Electricite
43,4,480,660,LPC,Mecanique
44,4,780,900,LPC,Musique
45,4,840,960,LPC,Electricite
46,4,930,1050,LPC,Mecanique
47,4,990,1170,LPC,Musique
48,4,1050,1170,LPC,Electricite
49,4,480,600,LSF,Electricite
50,4,480,600,LSF,Mecanique
51,4,540,660,LSF,Musique
52,4,780,900,LSF,Electricite
53,4,840,960,LSF,Mecanique
54,4,930,1050,LSF,Musique
55,4,990,1170,LSF,Electricite
56,4,990,1170,LSF,Mecanique
57,5,450,570,LPC,Mecanique
58,5,450,570,LPC,Musique
59,5,450,570,LPC,Electricite
60,5,580,640,LPC,Mecanique
61,5,580,640,LPC,Musique
62,5,580,640,LPC,Electricite
63,5,660,720,LPC,Mecanique
64,5,660,720,LPC,Musique
65,5,660,720,LPC,Electricite
66,5,840,900,LPC,Mecanique
67,5,840,900,LPC,Musique
68,5,840,900,LPC,Electricite
69,5,910,1030,LPC,Mecanique
70,5,910,1030,LPC,Musique
71,5,910,1030,LPC,Electricite
72,5,1040,1100,LPC,Mecanique
73,5,1040,1100,LPC,Musique
74,5,1040,1100,LPC,Electricite
75,5,1110,1170,LPC,Mecanique
76,5,480,540,LSF,Musique
77,5,480,540,LSF,Electricite
78,5,480,540,LSF,Mecanique
79,5,550,670,LSF,Musique
80,5,550,670,LSF,Electricite
81,5,550,670,LSF,Mecanique
82,5,680,740,LSF,Musique
83,5,680,740,LSF,Electricite
84,5,680,740,LSF,Mecanique
85,5,840,900,LSF,Musique
86,5,840,900,LSF,Electricite
87,5,840,900,LSF,Mecanique
88,5,910,1030,LSF,Musique
89,5,910,1030,LSF,Electricite
90,5,910,1030,LSF,Mecanique
91,5,1040,1100,LSF,Musique
92,5,1040,1100,LSF,Electricite
93,5,1040,1160,LSF,Mecanique
94,5,1110,1170,LSF,Musique
95,1,480,600,LPC,Musique
96,1,630,750,LPC,Electricite
97,1,630,750,LSF,Mecanique
98,1,630,750,LSF,Musique
99,1,930,1110,LSF,Musique
100,1,930,1110,LSF,Electricite
101,2,540,720,LPC,Musique
102,2,840,1020,LPC,Electricite
103,2,540,720,LSF,Musique
104,2,540,720,LSF,Electricite
105,2,840,1020,LSF,Mecanique
106,2,840,1020,LSF,Musique
107,3,480,660,LPC,Mecanique
108,3,780,960,LPC,Musique
109,4,540,660,LSF,Musique
110,4,780,900,LSF,Electricite
111,4,840,960,LSF,Mecanique
112,4,930,1050,LSF,Musique
113,5,660,720,LPC,Electricite
114,5,840,900,LPC,Mecanique
115,5,910,1030,LPC,Electricite
116,5,680,740,LSF,Electricite
117,5,680,740,LSF,Mecanique
118,5,840,900,LSF,Musique
119,5,840,900,LSF,Electricite
120,5,910,1030,LSF,Electricite
121,5,910,1030,LSF,Mecanique
122,5,1040,1100,LSF,Musique
123,5,1040,1100,LSF,Electricite
124,1,480,600,LPC,Musique
125,1,630,750,LPC,Electricite
126,2,480,660,LPC,Mecanique
127,2,780,960,LPC,Musique
128,5,660,720,LPC,Electricite
129,5,840,900,LPC,Mecanique
130,5,910,1030,LPC,Electricite
131,3,480,660,LPC,Mecanique
132,3,780,960,LPC,Musique
133,3,480,660,LSF,Mecanique
134,3,480,660,LSF,Musique
135,3,780,960,LSF,Electricite
136,3,780,960,LSF,Mecanique
137,4,480,660,LPC,Electricite
138,4,480,660,LPC,Mecanique
139,4,780,900,LPC,Musique
140,4,840,960,LPC,Electricite
141,1,480,720,LPC,Electricite
142,1,480,720,LSF,Musique
143,2,480,720,LPC,Mecanique
144,2,480,720,LSF,Electricite
145,3,480,720,LPC,Electricite
146,3,480,720,LSF,Musique
147,4,480,720,LPC,Musique
148,4,480,720,LSF,Mecanique
149,5,480,720,LPC,Mecanique
150,5,480,720,LSF,Mecanique
