0,8.5298,6.4255,7.5946,8.3325,8.2963,7.2808,0.1129,2.9907,4.5062,8.6603,3.6115,6.3293,10.387,8.0741,9.1079,2.2733,7.6114,5.2341,0.23384,3.0003,2.3672,6.5718,8.3325,3.3424,7.0184,9.2043,3.3897,7.349,7.5047,5.6475,6.7249,6.2906,4.1762,5.8958,9.8582,4.1467,9.2249,2.0722,4.9141,6.3689,10.105,2.161,5.8483,7.199,1.6881,7.9928,7.6901,2.6774,6.4978,6.756,4.8931,3.4728,2.6015,9.2677,0.77047,2.7181,7.9432,1.7047,6.9142,8.9089,1.806,0.96429,5.5395,6.9709,9.754,11.193,5.2317,10.053,2.9649,5.9433,10.423,0,8.5298,6.4255,7.5946,8.3325,8.2963,7.2808,0.1129,2.9907,4.5062,8.6603,3.6115,6.3293,10.387,8.0741,7.9432,1.7047,6.9142,8.9089,1.806,0.96429,5.5395,6.9709,6.9709
8.5298,0,2.1133,1.4803,6.6711,3.3172,8.725,8.6359,7.3495,5.664,3.1362,7.7034,7.3463,5.1889,5.8992,0.82719,9.6594,1.4846,3.8612,8.3843,5.5344,7.1897,4.8265,3.2149,9.7985,1.7363,3.7773,6.882,7.6424,5.9766,2.8981,2.4035,2.3156,6.6078,6.7799,2.8018,5.3066,3.6571,8.7886,3.6822,4.847,3.1507,10.027,5.804,6.4115,10.152,3.1646,2.2992,5.9131,2.4135,10.3,5.3705,8.0348,6.4036,3.8238,9.1246,7.4305,7.4434,7.0847,4.2476,2.4265,9.1443,8.2936,3.4865,8.0315,2.2374,4.8927,3.4122,4.7379,7.6198,3.8431,3.377,8.5298,0,2.1133,1.4803,6.6711,3.3172,8.725,8.6359,7.3495,5.664,3.1362,7.7034,7.3463,5.1889,5.8992,7.4434,7.0847,4.2476,2.4265,9.1443,8.2936,3.4865,8.0315,8.0315
6.4255,2.1133,0,1.6603,6.261,3.5863,7.692,6.5326,5.4981,3.8399,3.6707,5.9587,6.2307,5.9297,5.5326,2.7005,7.5717,1.6839,1.9911,6.2758,3.4397,5.1193,3.9943,3.5324,7.9157,0.81942,4.4089,5.0874,6.7747,5.3887,0.78488,1.5777,0.37033,4.9751,5.592,4.1589,3.3569,4.3381,6.7099,1.6879,3.9262,4.4925,7.9958,4.653,5.6599,8.0614,2.9691,2.0984,3.8415,0.96375,8.9405,3.6287,6.2603,4.3142,4.4733,7.0121,5.5383,6.7792,5.029,3.2767,3.1166,7.1318,6.2317,1.6571,7.01,3.7994,6.0842,1.5018,5.4729,5.6129,2.6698,4.7903,6.4255,2.1133,0,1.6603,6.261,3.5863,7.692,6.5326,5.4981,3.8399,3.6707,5.9587,6.2307,5.9297,5.5326,6.7792,5.029,3.2767,3.1166,7.1318,6.2317,1.6571,7.01,7.01
7.5946,1.4803,1.6603,0,5.2862,2.1241,7.2472,7.6942,6.066,5.4923,2.1025,6.3529,5.8662,4.3509,4.5173,2.3074,8.9948,0.023688,3.6486,7.4771,4.6177,6.6044,3.3496,2.0445,8.5113,1.9315,2.8341,5.5698,6.1753,4.5418,2.2963,0.99367,2.0176,5.2227,5.3029,2.5165,4.9775,2.7468,8.1617,2.6891,3.3669,2.8423,8.893,4.3278,4.9528,9.1449,4.0457,3.0959,4.9197,2.4791,8.8301,5.2888,6.6958,5.7697,2.8947,8.2521,6.176,6.0055,6.0299,4.7451,3.6613,7.9911,7.2318,3.3173,6.5535,2.2264,4.4266,2.3641,3.8892,7.1722,2.3965,3.1461,7.5946,1.4803,1.6603,0,5.2862,2.1241,7.2472,7.6942,6.066,5.4923,2.1025,6.3529,5.8662,4.3509,4.5173,6.0055,6.0299,4.7451,3.6613,7.9911,7.2318,3.3173,6.5535,6.5535
8.3325,6.6711,6.261,5.2862,0,3.4442,2.8836,8.3777,5.4199,9.0562,3.7761,5.0225,2.3957,3.4025,0.77192,7.4641,10.497,5.2732,7.6461,8.3661,6.5156,8.8686,2.3714,3.5572,7.0117,6.9407,3.509,4.9551,1.7223,0.95229,6.2991,4.7291,6.5818,4.165,2.5336,5.0979,8.3417,3.6427,9.9467,5.5893,2.513,5.025,8.3209,2.5281,1.1363,9.1952,9.1761,8.2441,6.3802,7.2169,5.0487,9.073,5.3273,8.123,3.5149,9.0997,5.6864,1.0655,6.7289,9.4768,8.9443,7.5235,7.4782,7.495,2.3949,5.5771,4.7108,5.3967,3.4154,9.7079,3.7372,5.1908,8.3325,6.6711,6.261,5.2862,0,3.4442,2.8836,8.3777,5.4199,9.0562,3.7761,5.0225,2.3957,3.4025,0.77192,1.0655,6.7289,9.4768,8.9443,7.5235,7.4782,7.495,2.3949,2.3949
8.2963,3.3172,3.5863,2.1241,3.4442,0,5.8806,8.3795,6.0706,7.2088,0.44059,6.1039,4.7032,2.3893,2.686,4.0712,10.057,2.1043,5.4495,8.2332,5.5743,7.8661,2.2792,0.1138,8.3629,4.0312,0.93741,5.5238,4.6979,2.9169,3.9895,2.0961,3.9557,4.9268,4.3029,1.9335,6.5947,0.93414,9.3033,3.8479,2.4195,2.0311,9.1362,3.4463,3.4575,9.6469,6.1685,5.2193,5.7124,4.5102,7.7747,7.0789,6.4671,7.0213,1.0047,9.0306,6.2591,4.339,6.604,6.8201,5.7001,8.2286,7.7115,5.173,5.2181,2.2461,2.9089,3.5241,1.9525,8.5642,2.3534,2.3146,8.2963,3.3172,3.5863,2.1241,3.4442,0,5.8806,8.3795,6.0706,7.2088,0.44059,6.1039,4.7032,2.3893,2.686,4.339,6.604,6.8201,5.7001,8.2286,7.7115,5.173,5.2181,5.2181
7.2808,8.725,7.692,7.2472,2.8836,5.8806,0,7.2884,4.3564,9.4411,6.2864,3.6732,1.47,6.2844,3.404,9.5516,9.5542,7.2416,8.4924,7.3911,6.5379,8.5582,3.8985,5.9916,4.9701,8.4854,6.2037,4.1317,1.2114,2.989,7.4391,6.4225,7.9274,3.5165,2.1288,7.7343,8.7218,6.3253,9.2211,6.4562,3.8863,7.7226,6.5648,3.039,2.4239,7.6443,10.643,9.79,6.2085,8.5502,2.1892,9.5833,3.8208,7.9928,6.224,7.9839,4.6154,1.8276,6.0204,10.558,10.718,5.9584,6.3231,8.4659,0.69423,8.1234,7.5859,6.4085,6.273,9.4254,5.0465,7.9279,7.2808,8.725,7.692,7.2472,2.8836,5.8806,0,7.2884,4.3564,9.4411,6.2864,3.6732,1.47,6.2844,3.404,1.8276,6.0204,10.558,10.718,5.9584,6.3231,8.4659,0.69423,0.69423
0.1129,8.6359,6.5326,7.6942,8.3777,8.3795,7.2884,0,3.0176,4.6141,8.7456,3.6236,6.3554,10.46,8.1283,9.2163,2.2698,7.7109,5.3469,0.33586,3.1047,2.467,6.6382,8.4166,3.2833,7.1281,9.2854,3.429,7.375,7.5561,5.7551,6.8207,6.3994,4.2173,5.9309,9.9503,4.2582,9.3071,2.1132,5.0155,6.4353,10.195,2.0651,5.9006,7.2432,1.5753,8.1056,7.8026,2.7755,6.609,6.7295,5.002,3.4744,2.7129,9.3486,0.72294,2.7446,7.9755,1.7808,7.0256,9.0215,1.7447,0.9654,5.652,6.9883,9.85,11.274,5.3319,10.128,3.0495,6.0261,10.513,0.1129,8.6359,6.5326,7.6942,8.3777,8.3795,7.2884,0,3.0176,4.6141,8.7456,3.6236,6.3554,10.46,8.1283,7.9755,1.7808,7.0256,9.0215,1.7447,0.9654,5.652,6.9883,6.9883
2.9907,7.3495,5.4981,6.066,5.4199,6.0706,4.3564,3.0176,0,5.6064,6.4888,0.7529,3.3386,7.8504,5.256,8.0914,5.2463,6.0753,5.2866,3.0711,2.7442,4.2901,3.9892,6.1355,2.4502,6.2809,6.8884,0.54812,4.3583,4.6584,4.874,5.0772,5.5412,1.282,2.9269,7.8794,4.9522,6.9412,4.8667,3.8188,3.7967,8.0569,3.0911,3.0437,4.2846,3.8029,7.9768,7.3562,2.2778,6.0071,4.301,5.8559,0.8684,3.8568,6.9444,3.7372,0.27309,4.9617,1.6943,7.3771,8.5251,2.2043,2.0777,5.4275,3.9949,7.9425,8.8325,4.0055,7.5801,5.1437,3.8513,8.3595,2.9907,7.3495,5.4981,6.066,5.4199,6.0706,4.3564,3.0176,0,5.6064,6.4888,0.7529,3.3386,7.8504,5.256,4.9617,1.6943,7.3771,8.5251,2.2043,2.0777,5.4275,3.9949,3.9949
4.5062,5.664,3.8399,5.4923,9.0562,7.2088,9.4411,4.6141,5.6064,0,7.3852,6.337,8.0512,9.5981,8.4636,5.9108,4.5239,5.5157,1.8516,4.2791,2.9376,2.2313,6.7061,7.1808,7.38,3.9301,8.107,5.5374,8.9146,8.1044,3.2429,5.1184,3.5033,5.9663,7.4066,7.9988,0.72654,8.0573,3.648,3.5242,6.5486,8.3315,6.6258,6.7513,8.1316,6.1201,3.8543,3.9154,3.3496,3.2512,9.882,0.41675,6.464,1.9598,8.1741,4.7194,5.4609,9.2065,4.1294,2.5269,5.0076,6.0296,4.9225,2.2081,8.8699,7.6232,9.8921,3.7875,9.1573,2.201,5.4112,8.6302,4.5062,5.664,3.8399,5.4923,9.0562,7.2088,9.4411,4.6141,5.6064,0,7.3852,6.337,8.0512,9.5981,8.4636,9.2065,4.1294,2.5269,5.0076,6.0296,4.9225,2.2081,8.8699,8.8699
