0,4.4936,9.1798,2.2497,9.1613,3.4699,10.37,6.6995,3.3022,6.9016,3.0156,4.8075,5.3211,7.105,6.8735,2.131,9.1017,1.5662,2.3365,1.9032,6.6014,6.3267,9.5434,1.2401,2.0729,5.4268,9.8133,3.4914,8.5245,7.144,8.2137,8.6527,3.1939,6.7785,2.7076,7.4283,3.9127,10.731,1.4872,2.2036,3.9041,10.786,5.6863,7.2002,2.3976,6.4467,8.7457,0.44746,8.072,5.3508,2.747,2.1991,3.8364,3.19,8.9415,8.0127,1.43,9.739,0.96066,4.7335,1.8425,5.1669,6.2431,3.0058,2.4588,5.1948,9.0686,5.909,5.1045,8.7804,8.2985,3.0724,6.1787,9.3863,9.1075,8.5559,2.2306,4.689,3.1047,3.8173,9.7292,6.165,6.3192,7.2216,2.6844,6.6026,7.9341,2.5991,2.0556,3.5432,6.4536,9.788,4.7811,9.6902,2.1481,2.8485,9.5884,4.3422,9.212,1.6094,5.2328,4.8808,2.9578,7.0133,6.242,8.9308,4.5856,9.391,2.3665,10.023,2.7282,2.6546,2.4567,4.4333,7.2714,7.1709,4.9505,5.4999,5.5393,0.76521,8.5505,2.7977,4.995,1.9338,8.1937,8.6242,7.0614,6.784,8.0953,4.4403,5.2187,3.0446,6.0759,5.1557,5.7803,5.502,9.7168,3.0065,6.6088,8.3644,9.587,8.5633,7.3386,6.4457,6.6748,9.5074,2.6091,1.4433,6.7762,4.1322,3.1068,3.972,9.4804,3.8732,7.6793,0.65736,9.8343,5.7944,4.6835,2.5073,8.0441,2.0064,5.3231,6.6896,4.5,2.7983,6.2149,6.0242,4.504,8.5655,9.1789,1.0664,8.0889,7.8067,5.6794,3.6694,9.684,1.3352,8.3586,6.9185,3.9632,5.4866,7.4094,7.3727,1.9614,2.6701,6.5374,4.7877,1.7388,8.6965,10.379,2.204,1.6773,8.2772,9.3889,5.8386,3.1965,3.6693,9.7291,1.6184,3.5468,0.68125
4.4936,0,6.1115,4.2092,8.3782,4.3188,6.2492,2.663,2.5378,6.5797,3.4421,1.6335,3.6165,4.3621,6.7707,6.0654,7.9654,3.7007,3.9,5.6692,5.172,2.5546,5.1491,5.7337,2.92,1.6638,6.1092,1.9334,4.8975,2.7294,3.791,4.2613,1.6402,2.304,2.4591,7.1335,0.92853,6.802,3.2445,5.2441,4.0807,6.6531,4.1005,2.7432,3.8707,3.5406,6.9364,4.5559,5.8256,3.891,5.1951,5.627,5.2579,4.7679,4.8057,3.537,3.7879,6.3299,3.6407,3.6904,3.1014,4.4613,3.6834,4.7725,2.0673,6.1586,5.941,2.6599,1.0448,7.049,7.4334,7.5611,1.7076,7.9346,6.8673,5.4575,3.8313,2.19,3.0441,4.0929,6.2958,4.2528,5.9601,3.9402,4.2025,2.1265,3.5205,5.4913,6.5319,6.3682,6.2943,5.4981,2.7464,9.2699,3.6524,5.1489,5.3514,6.3174,8.5537,3.7753,2.0601,0.61779,3.6974,3.2726,2.7233,8.3387,2.6229,6.6483,2.225,6.6435,7.2213,6.415,4.3187,6.3775,4.3886,4.1036,2.2301,4.8466,5.5563,4.1442,6.0704,4.7199,2.6047,2.5638,4.1825,6.4286,2.5848,2.8013,6.4441,3.1256,1.3022,2.7523,4.4432,3.1301,3.9212,2.0184,5.3391,2.0308,3.925,4.1839,7.6896,4.0813,2.8605,6.8602,7.1375,5.1622,4.2401,5.9022,2.57,4.9785,4.5896,3.0831,5.074,4.6124,7.3356,4.507,6.7112,4.2413,1.9795,2.2978,8.0109,6.4358,0.86027,5.2812,0.31616,7.2632,4.2638,1.6322,4.9143,4.1973,6.6929,4.8001,6.7355,3.4549,2.5942,3.3675,6.9649,3.741,4.1292,6.8407,3.1874,2.2765,5.1771,7.2869,6.162,3.3398,3.7011,4.4017,4.1336,4.9205,7.067,5.6615,6.1336,7.1828,8.7054,1.5426,1.7201,2.9451,8.9155,3.2996,4.1082,5.0303
9.1798,6.1115,0,9.9548,4.7624,6.355,3.2208,3.6776,8.5921,4.8418,9.4358,7.5693,3.9425,2.0757,5.1827,9.5479,4.0341,7.6772,7.1224,9.1636,11.019,3.5834,4.346,10.213,8.5703,4.4517,1.6828,5.7999,1.6181,6.1709,4.4087,4.1994,7.5738,5.7459,8.3369,4.9963,7.0147,2.7336,8.6038,8.3576,10.174,3.4611,10.034,5.9109,7.0542,2.7784,2.5732,9.4779,1.7827,4.0182,7.8262,11.057,6.8459,10.705,3.0092,4.8931,7.8198,0.92948,8.2393,4.6382,8.6612,4.6064,2.9367,10.666,7.5294,6.4427,0.19775,8.141,6.7002,2.7352,4.2393,11.911,5.1803,3.5365,1.7992,0.65962,9.5975,4.5849,6.1095,5.8493,0.97733,10.051,4.7434,2.1749,7.0047,5.0845,4.3686,8.2982,11.056,8.5508,5.0331,3.7848,4.4012,5.7839,9.3958,7.6849,3.4816,7.6289,5.0357,9.304,4.234,5.4984,6.4643,7.9583,3.3898,5.0226,4.5998,0.82581,7.7631,1.0473,11.539,9.5607,10.117,7.6135,1.9135,2.0786,8.1585,10.907,5.2484,8.4797,1.2726,7.3121,4.215,7.7564,2.7568,1.8008,4.9856,7.3643,2.7728,4.7773,6.9193,8.7566,3.432,4.0281,9.7953,7.6019,4.2762,7.9654,2.5713,3.25,2.7221,5.0322,4.9608,5.9026,6.0433,4.0219,10.09,10.167,3.9883,6.2484,6.9164,5.2539,4.4186,10.679,4.9838,9.5495,0.65454,3.6645,7.9804,6.8007,5.6782,11.104,5.5264,3.3453,5.8398,11.304,10.045,4.9117,5.7803,4.0587,1.3004,8.7776,3.2981,4.059,3.6855,9.4603,1.0583,9.1344,3.4346,5.232,5.2867,7.9408,2.1075,5.3376,11.14,6.5926,2.6637,10.506,9.705,1.9215,1.2596,8.8739,10.343,3.8087,5.0811,6.425,6.2295,5.5354,5.0145,7.5615,10.162,9.8586
2.2497,4.2092,9.9548,0,10.84,5.2543,10.458,6.8306,1.9212,8.636,1.1237,3.7108,6.4565,7.9592,8.6697,4.3319,10.666,3.3002,4.1274,4.1447,4.4937,6.6151,9.2965,2.9479,1.3846,5.6588,10.229,4.2256,8.97,6.3851,7.9347,8.4225,2.5693,6.1755,1.7519,9.1937,3.3308,10.989,1.4862,4.4164,1.7407,10.862,3.7079,6.5198,4.1694,7.1859,10.06,1.8624,9.187,6.5841,4.8919,1.5769,5.838,0.98722,9.0133,7.6047,3.2167,10.339,2.4851,6.0438,1.3107,6.6541,7.1214,0.84006,2.4254,7.1819,9.8101,4.5267,4.3512,10.125,9.9248,4.3247,5.8516,10.851,10.262,9.2985,0.37783,5.3951,4.4298,5.4622,10.315,4.2222,8.0113,7.8218,4.5502,6.2429,7.6772,4.8128,3.3698,5.7805,8.2129,9.6922,5.7039,11.489,0.56609,4.9703,9.5564,6.4963,10.93,0.79554,5.7313,4.7783,4.59,5.7093,6.6664,10.661,5.5014,10.331,2.1919,10.645,4.0993,4.8691,0.22,6.5859,8.0699,7.8763,3.5845,3.3214,7.2931,2.774,9.5842,4.8155,5.804,2.2738,8.3676,9.781,6.6818,5.6574,9.4442,5.5949,4.3503,1.6178,7.3145,6.1412,3.8727,4.3271,9.4963,2.1854,7.4595,8.3926,10.893,8.1131,6.9435,8.3608,8.6116,9.3391,0.36079,3.3155,6.7745,6.0046,5.0387,5.1989,9.2124,1.6258,9.4404,1.6415,10.595,7.0383,3.4151,3.3076,9.9033,3.1277,5.0512,8.0556,4.3706,4.4303,4.2779,5.8348,6.2855,8.373,10.23,3.3013,9.5447,7.6462,6.2713,1.7554,10.643,1.0916,8.3378,8.7237,5.2347,4.183,8.5,9.1946,2.5474,4.1727,7.3149,2.6233,0.51263,9.0484,11.046,4.4535,3.5097,9.8285,11.104,5.0871,3.7536,4.8849,11.413,3.0535,1.356,2.1309
9.1613,8.3782,4.7624,10.84,0,5.6933,7.9811,7.0691,10.237,2.2642,10.813,10.008,4.776,4.6118,2.3498,8.4235,0.7366,7.6604,6.8391,8.1725,13.51,6.6405,8.9102,9.7358,9.6258,6.9982,6.4444,6.947,6.0341,9.751,8.5669,8.53,9.2095,9.2114,9.7196,1.7798,9.0211,7.4546,9.3567,7.3716,11.766,8.2204,12.416,9.5394,6.7828,5.2302,2.1945,9.5851,3.2893,4.5285,6.7087,11.354,5.4712,11.791,7.5325,8.9336,7.7782,5.6474,8.4626,4.913,9.5973,4.2139,4.8857,11.674,8.7191,4.2588,4.8919,10.98,9.3312,2.03,0.9502,10.966,8.3732,1.3409,2.9868,4.8421,10.575,6.1949,6.4234,5.3973,5.7065,12.619,2.8477,5.4845,6.477,8.4982,8.4216,7.0992,10.432,6.7598,2.7185,8.4483,5.6578,1.043,10.381,6.5649,8.1307,5.571,0.27427,10.052,6.3996,7.9202,6.2793,11.253,6.2569,0.39926,5.8123,4.0488,8.9379,5.6394,10.633,8.1647,11.051,5.5029,4.7651,5.1241,10.596,12.981,3.6229,8.4028,3.5728,6.4389,5.7735,8.6399,7.0003,2.9907,8.623,10.661,2.2321,5.4534,9.5959,10.262,3.9355,5.2512,12.271,10.345,8.8846,9.5091,4.8068,7.5494,2.2604,9.251,8.7236,3.008,2.9057,8.6079,11.107,9.5158,7.469,5.0543,6.0802,5.742,8.9613,12.104,1.5369,9.7498,4.9699,4.1422,10.323,7.6299,1.6028,10.605,8.2446,3.0987,8.0628,10.201,12.633,8.0039,4.6577,8.3727,3.4958,8.3059,1.7589,8.0779,5.9678,11.124,4.0219,9.7803,7.7205,2.3223,5.6815,10.635,3.6176,1.9516,10.934,6.6735,5.0738,12.392,10.417,6.4212,5.5705,7.7621,9.6,1.2261,0.34928,9.4209,7.4401,6.0349,0.57327,7.8141,11.597,9.7828
3.4699,4.3188,6.355,5.2543,5.6933,0,8.356,5.1138,5.1122,3.4385,5.4489,5.6294,2.4723,4.3649,3.4341,3.208,5.6401,1.9828,1.1507,2.8417,8.683,4.5834,8.0921,4.1605,4.2006,4.0451,7.3963,2.3861,6.1826,6.8378,6.9793,7.2821,4.2601,6.3092,4.4835,3.9767,4.4618,8.4578,3.8103,2.0151,6.4472,8.7584,7.6009,6.7614,1.0986,3.9749,5.4072,3.8918,4.9326,2.3424,1.4769,5.6611,0.94162,6.2335,7.0859,7.0073,2.0928,7.0909,2.7996,1.7472,4.1133,1.8423,3.5997,6.0943,3.519,2.0264,6.2915,6.8225,5.3415,5.4203,4.8298,5.6694,5.4355,5.9538,5.8868,5.8159,5.0362,2.8168,1.2865,0.50885,7.0999,7.9451,2.8493,4.8251,0.79271,5.8001,6.7095,1.9469,4.9398,2.4001,2.9961,8.0881,2.4778,6.2599,4.8573,1.3414,7.8151,2.0162,5.7506,4.4589,3.485,4.2496,0.72722,7.5837,4.3049,5.4717,2.3837,6.368,3.6845,7.3296,5.3045,3.2084,5.472,2.0694,4.5869,4.6302,6.092,7.8758,2.0758,2.7097,5.4705,0.95941,2.8072,3.2445,6.2813,5.4184,6.1866,7.1192,4.7478,1.8548,5.5797,5.0363,2.9518,2.6032,7.5529,6.2137,8.208,4.4245,3.9434,6.6447,6.2372,7.5408,6.4319,3.1142,3.3723,7.9428,5.5551,4.012,5.3796,0.77789,0.56182,1.5048,8.0673,6.6737,4.2269,4.0581,6.9875,2.6985,5.7792,2.4265,4.6513,5.0609,4.7702,3.3794,4.0925,5.0015,7.9772,5.1125,1.0435,7.1495,6.0519,2.6829,4.6751,6.4556,3.6256,5.9057,6.6287,4.1675,6.7127,3.4843,1.4065,6.3882,4.3393,3.9504,5.2991,1.1859,3.9917,7.2059,4.7953,6.4671,7.6121,2.5244,4.1474,4.8227,5.9272,5.8345,2.6722,1.463,6.2623,2.2046,6.2033,4.1034
10.37,6.2492,3.2208,10.458,7.9811,8.356,0,3.6855,8.7193,7.8005,9.6472,7.2002,5.9372,4.2368,8.1405,11.313,7.2545,9.0896,8.7823,10.901,10.136,4.0473,1.7828,11.555,9.1434,4.9492,1.55,6.909,2.269,4.8748,2.7928,2.3136,7.8894,4.7154,8.7082,8.0529,7.1471,0.92387,9.3819,10.189,10.128,0.41683,9.3493,4.6186,8.7205,4.3956,5.7882,10.553,4.8439,6.151,9.7935,11.839,9.0757,10.98,1.4481,3.2962,9.2224,2.3855,9.416,6.6479,9.3044,6.9385,4.8136,11.002,8.1897,9.0396,3.0902,7.2845,6.3388,5.9517,7.4144,13.374,4.6779,6.7511,5.0162,3.2231,10.08,5.7988,7.6569,7.8627,2.3196,9.1979,7.5566,3.5572,8.8139,4.3464,2.9706,10.242,12.404,10.738,7.896,1.0663,5.9367,9.0046,9.8994,9.6734,1.0006,10.029,8.2539,9.9845,5.1764,5.6879,8.2038,6.6527,4.1829,8.2319,6.0812,3.9849,8.3891,2.4971,13.008,11.462,10.567,10.036,3.9911,3.8175,7.6835,10.394,7.8694,9.8004,4.4349,9.2397,5.6303,8.5881,2.1782,5.001,3.9845,6.1569,5.9146,6.5193,6.4611,8.9669,5.842,5.7531,9.0545,6.9354,1.5949,8.2785,4.5185,2.0653,5.9058,3.0617,3.7868,8.7785,8.9627,1.5065,10.483,11.615,3.6869,8.5069,8.893,6.9421,1.8962,10.706,8.0781,10.558,3.1492,5.9733,7.6229,7.8644,8.8066,12.376,5.4182,6.1081,6.098,12.901,9.1727,4.6335,8.1036,2.2824,4.511,10.283,6.4491,2.8844,4.8259,9.4466,4.1051,9.9074,2.1293,8.1989,7.0172,7.2606,4.8831,8.3831,12.233,8.1592,4.405,10.189,10.359,1.9212,2.7755,10.706,11.824,6.9843,8.3016,5.7569,7.1738,7.1315,8.2319,8.835,10.239,11.001
6.6995,2.663,3.6776,6.8306,7.0691,5.1138,3.6855,0,5.198,5.8663,6.105,3.9428,3.071,2.4761,6.1547,7.7947,6.4915,5.4884,5.2947,7.3795,7.3433,0.55196,2.9985,7.9002,5.488,1.2734,3.4503,3.2866,2.2776,2.7032,1.8899,2.1686,4.2809,2.1917,5.0964,6.3217,3.59,4.1588,5.7012,6.7356,6.7127,4.1002,6.3735,2.4779,5.239,1.8713,5.179,6.8712,3.9585,3.3717,6.4377,8.1683,5.9695,7.4292,2.2451,2.0396,5.6149,3.7346,5.752,3.6295,5.6386,4.202,2.293,7.4291,4.5128,6.3411,3.4888,4.4642,3.058,5.3254,6.2062,9.73,1.5072,6.2708,4.8449,3.0667,6.4544,2.3204,4.174,4.6762,3.6937,6.3753,5.3793,1.6906,5.4077,1.4812,1.6376,6.852,8.7444,7.4999,5.7541,3.1136,2.6537,8.078,6.2666,6.3375,2.8946,7.022,7.2991,6.3181,1.6466,2.0614,4.7925,4.3687,0.92337,7.1512,2.7304,4.3486,4.718,4.0489,9.3679,8.0077,6.9548,7.0517,2.3681,2.0057,4.5162,7.2853,5.3422,6.1597,4.0001,5.8851,2.3224,4.9028,1.5395,4.4939,1.554,3.7654,4.8731,3.2897,3.2615,5.415,3.4868,2.6759,6.1265,3.9272,3.134,4.6779,2.2775,1.6678,5.7832,2.5131,1.6725,6.5461,6.7953,2.8876,6.887,7.9813,0.40033,5.4763,5.5932,3.6115,2.9648,7.2603,6.4555,6.873,4.2132,3.4484,4.3645,4.2029,7.2124,8.7051,1.926,4.1738,2.4635,9.2946,6.3679,1.239,5.1818,2.0385,4.5394,6.6851,5.3108,1.3511,1.5435,6.0047,4.6519,6.2295,1.6797,6.2253,3.7075,4.2671,3.4692,6.5776,8.5481,4.656,2.0143,6.9378,6.6992,2.2627,4.4827,7.2355,8.1974,5.8497,7.4177,2.7481,3.5051,3.7192,7.5268,5.1997,6.7629,7.3226
3.3022,2.5378,8.5921,1.9212,10.237,5.1122,8.7193,5.198,0,8.1767,0.93091,1.7897,5.5431,6.7239,8.2846,5.3752,9.9424,3.5123,4.1761,5.0715,3.5944,5.0794,7.4571,4.3882,1.2359,4.1528,8.6464,3.2931,7.4325,4.4705,6.1027,6.5984,1.0575,4.2865,0.66653,8.7485,1.6092,9.316,1.8325,5.0294,1.5995,9.1138,2.5464,4.6137,4.1893,5.9091,9.1113,3.1127,8.0997,5.7451,5.2995,3.4896,5.9137,2.2621,7.2905,5.7415,3.5046,8.8572,2.9134,5.3249,1.4609,6.0481,5.9505,2.2962,1.5966,7.1385,8.4293,2.6891,2.4663,9.2022,9.2909,6.0277,4.0516,10.021,9.1704,7.9333,1.5777,4.2453,3.9624,5.1401,8.8249,2.9647,7.5333,6.4183,4.6036,4.4191,5.8563,5.3926,5.0095,6.3915,7.8036,7.8954,4.6882,11.014,1.4717,5.326,7.7839,6.8002,10.37,1.8734,4.394,3.151,4.3851,3.8534,5.2102,10.123,4.5038,9.0732,1.431,9.17,5.7508,5.8628,1.9577,6.8814,6.7893,6.54,1.7218,2.7843,6.9296,3.4184,8.4185,5.0237,4.6876,1.924,6.705,8.707,4.8413,3.753,8.5491,4.7871,2.4414,0.3084,6.4259,5.1313,2.5672,2.4192,7.6624,0.72856,6.2478,6.6639,9.9128,6.2344,5.0935,8.1492,8.4206,7.5227,1.8309,4.6884,5.0785,5.8876,5.1025,4.508,7.368,2.0878,8.9805,2.9553,9.2077,6.1733,1.5133,2.7152,9.5543,4.8185,3.313,7.2386,2.7723,5.9751,3.0078,4.0922,6.0307,6.5617,9.0577,4.1163,8.7472,5.8591,4.9528,0.90216,9.39,2.0371,6.5901,8.3477,4.5787,2.3071,7.4211,8.8207,4.3403,3.9262,6.0579,2.1577,2.0753,7.4578,9.5895,5.255,4.9145,9.1173,10.536,3.1856,2.7973,4.233,10.802,3.1063,1.5747,3.5462
6.9016,6.5797,4.8418,8.636,2.2642,3.4385,7.8005,5.8663,8.1767,0,8.6832,8.171,3.0187,3.7108,0.34219,6.2052,2.3344,5.4151,4.5879,5.9358,11.581,5.3527,8.2877,7.4772,7.4686,5.4409,6.4047,4.9348,5.5796,8.3861,7.6222,7.7143,7.1836,7.8257,7.6194,0.57182,7.1018,7.5179,7.1607,5.1241,9.6577,8.1254,10.48,8.2124,4.5335,4.0213,2.7275,7.3282,3.0592,2.7179,4.4625,9.0973,3.2237,9.5995,6.9692,7.8831,5.5293,5.7641,6.2245,2.9158,7.422,2.1514,3.5767,9.4738,6.6145,2.1087,4.8893,9.2368,7.5937,2.6512,1.4778,8.7548,6.9293,2.8007,3.5124,4.6103,8.3866,4.4126,4.2634,3.174,5.8048,10.732,0.64339,4.5848,4.2174,7.144,7.4202,4.868,8.1854,4.624,0.45688,7.9853,3.8456,2.8594,8.1969,4.3166,7.6659,3.4607,2.3121,7.8434,4.7862,6.2126,4.051,9.6787,4.9577,2.034,3.957,4.4185,6.8224,5.8781,8.4143,5.9826,8.8498,3.4054,3.9374,4.2284,8.7329,10.953,1.363,6.1454,3.5922,4.1761,4.0476,6.4818,6.2764,3.1952,7.3684,9.1133,2.1903,3.4848,7.8594,8.1713,2.3835,3.5159,10.365,8.5947,8.3177,7.4501,3.6648,6.799,3.3924,8.299,7.5269,1.1015,1.2044,8.0295,8.9158,7.2649,6.2548,2.7904,3.816,3.6794,8.3112,9.9591,0.8087,7.4965,5.3024,2.4692,8.4417,5.5014,1.4317,8.3512,6.6174,1.757,6.2744,8.003,10.753,6.5512,2.3981,7.5565,3.9075,6.0421,1.7939,7.0869,4.4831,9.0438,4.5543,7.5636,6.9425,0.39843,3.602,8.8549,2.9185,0.72336,8.6707,4.4639,3.9027,10.332,8.1982,5.9657,5.9797,5.5323,7.3563,1.6297,2.4887,7.8154,5.4064,3.9441,2.8285,5.5911,9.4622,7.5195
