0,8.4746,8.3039,6.5982,3.5687,2.9071,4.7191,5.7534,4.2415,4.9581,1.1469,4.6536,4.3984,4.8929,6.968,9.315,8.6548,3.8576,7.0009,1.3614,3.0276,1.9153,3.2256,7.8496,5.9316,7.101,5.2739,3.9973,8.5511,10.354,4.4332,9.9417,5.2638,2.3347,8.276,6.1427,5.2113,7.8777,5.0903,9.0588,3.622,0.47749,9.0195,8.9347,0.62173,10.077,9.4007,6.0749,7.8308,1.5561,10.011,9.5675,4.0407,7.7142,5.4026,3.9301,8.8999,9.6496,7.5164,7.6998,2.914,1.8086,10.701,3.8749,9.1124,1.8734,2.6011,9.2884,5.3786,6.4451,6.6471,1.7753,3.4351,7.7284,3.4527,8.7326,6.882,3.7168,7.2337,5.8284,6.0983,4.0278,6.7023,9.1651,2.6873,7.7537,6.6902,8.331,3.2546,9.014,5.8216,1.5654,4.1829,8.2079,7.8646,3.4174,6.3231,9.3293,2.0625,6.1524,6.7416,3.2907
8.4746,0,6.9868,6.9295,4.91,8.7828,4.4294,3.7113,6.774,4.9211,7.5215,3.9653,4.0796,3.9271,2.5756,5.6816,0.21658,9.3948,3.0388,7.9182,6.0698,7.6065,9.4864,0.8232,5.0349,12.185,7.9852,9.5448,9.573,6.633,6.9503,8.7528,4.6589,6.2086,10.397,8.1647,4.5493,5.6972,4.0827,2.0577,5.0593,8.6477,2.2087,3.0561,7.8529,9.1023,4.0667,10.24,2.3278,8.1985,7.2016,9.5057,6.1062,9.6623,8.3477,6.8348,9.4981,7.1995,10.879,5.2991,5.7895,8.0601,8.2113,8.8821,0.86568,7.842,8.2051,1.8794,6.855,11.473,2.616,7.4362,5.0441,11.338,8.3027,0.54822,2.1631,6.7203,8.2079,11.268,9.6958,4.6669,4.3926,7.9496,7.8156,8.3241,10.713,0.14386,7.6533,3.0907,10.723,8.41,4.8403,3.3986,1.4071,6.0778,10.556,4.5876,6.5198,11.371,3.12,6.054
8.3039,6.9868,0,1.774,6.6805,6.2389,4.6796,8.3316,10.052,3.9251,8.1986,5.5671,6.2512,7.5317,4.5932,2.1432,7.1751,6.029,4.0753,6.9804,8.3228,9.0309,6.6475,6.2529,2.8904,7.0029,3.6153,6.0707,2.8243,2.5624,3.9179,1.9668,8.8997,7.4607,3.9433,2.976,3.9557,1.2895,4.5887,5.4522,7.4664,8.0798,9.1061,4.3892,7.9149,2.2609,3.7722,5.2018,4.6613,6.9297,1.8384,2.519,4.3241,3.3686,3.7765,4.3861,2.6134,1.4227,4.9857,1.691,5.9802,6.6544,2.3969,11.28,7.8075,6.5121,6.074,8.8585,2.9754,6.5038,7.9958,6.5286,6.726,5.4423,5.4221,6.6658,7.7148,4.5878,2.0795,6.701,4.5476,7.4123,2.8598,1.0721,9.7841,1.8086,5.3345,6.9334,10.059,4.4121,5.9922,7.0451,4.9851,3.6825,7.8618,8.74,5.4038,3.2012,7.6789,6.5882,8.6151,5.1899
6.5982,6.9295,1.774,0,5.4136,4.4668,3.571,7.4469,8.7358,2.7444,6.589,4.5273,5.1651,6.5274,4.3585,3.4939,7.1385,4.3032,3.8941,5.2562,6.948,7.4756,4.8931,6.1226,1.9951,5.7655,1.9075,4.3588,2.8088,4.2145,2.1729,3.372,7.8666,5.9918,3.4726,1.4796,2.9263,2.0159,3.617,5.8384,6.2138,6.3492,8.8577,4.9458,6.2471,3.5512,4.6601,3.8297,4.7476,5.1828,3.5989,3.2922,2.7403,2.7333,2.1335,2.6684,2.9022,3.1919,4.0508,2.174,4.5017,4.9066,4.1429,9.765,7.7922,4.7744,4.3043,8.7151,1.2231,5.1664,7.34,4.8283,5.4326,4.5223,3.65,6.7339,7.1451,2.8927,1.3021,5.2394,3.1815,6.2376,2.5454,2.5675,8.268,1.5725,4.1196,6.844,8.5952,4.9943,4.5502,5.2898,3.7246,4.0829,7.5155,7.4033,4.0895,4.2152,6.1747,5.1892,7.9115,3.6321
3.5687,4.91,6.6805,5.4136,0,4.5415,2.0286,2.6358,3.3716,2.7573,2.6316,1.3696,0.86744,1.5974,3.73,6.9143,5.0876,5.4111,3.9249,3.2067,1.7098,2.9268,5.2193,4.3149,3.8026,8.7181,5.1686,5.5808,8.0932,8.0526,3.8948,8.6108,2.6502,1.3288,8.3528,5.8205,2.7531,5.7835,2.2334,5.6877,0.80014,3.7726,5.5777,5.7856,2.9473,8.8553,6.4587,7.0423,4.5677,3.5485,8.0137,8.7051,2.8922,7.6283,5.4832,3.4539,8.2749,7.7506,8.1847,5.4679,1.3338,3.4915,8.9056,4.838,5.5463,3.2961,3.9266,5.7885,4.4916,7.9762,3.2487,2.8211,0.13417,8.5565,4.3928,5.1897,3.4014,3.2034,6.5452,7.5565,6.722,0.90642,4.1889,7.7249,3.4288,6.9475,7.6472,4.7662,3.54,5.8649,7.2136,3.7551,1.7052,5.2194,4.3418,2.0717,7.3627,6.5552,1.6475,7.7732,3.5125,2.1663
2.9071,8.7828,6.2389,4.4668,4.5415,0,4.371,7.1716,6.7058,4.0901,3.5903,4.8857,5.0472,6.1388,6.6057,7.7484,8.9924,0.99465,6.4207,1.7653,5.0609,4.5899,0.70613,8.0114,4.6663,4.3858,2.7301,1.1555,5.8541,8.6223,2.4715,7.5744,7.0284,3.9811,5.4318,3.5736,4.4605,6.2102,4.7415,8.6884,5.0655,2.4762,9.9642,8.2127,2.9379,7.6443,8.3723,3.1697,7.3911,1.42,8.0644,6.9875,2.8227,4.9294,2.7384,2.2183,6.251,7.6586,4.6098,6.1698,3.242,1.2634,8.5718,6.7536,9.5732,1.3691,0.61586,10.08,3.317,3.6768,7.733,1.8384,4.4476,4.8252,0.81681,8.8678,7.806,2.2036,4.7263,3.1385,3.2098,5.3716,5.5909,6.9092,5.4416,5.2589,3.789,8.6504,5.9627,8.285,2.9856,1.3501,3.9433,7.3548,8.6312,5.5598,3.4257,8.1202,3.9137,3.4162,8.0488,2.7345
4.7191,4.4294,4.6796,3.571,2.0286,4.371,0,3.8935,5.3901,0.82772,4.1312,0.95905,1.6016,2.9564,2.322,4.9302,4.642,4.9678,2.287,3.7827,3.7238,4.7262,5.07,3.6445,1.7895,7.9011,3.8537,5.1197,6.3539,6.0577,2.6545,6.6287,4.3007,3.0498,6.8057,4.2999,0.72751,3.7551,0.38954,4.4459,2.796,4.7295,5.8554,4.2186,4.1481,6.8889,4.7074,6.0218,3.1683,3.9854,5.9867,6.8219,1.7055,6.0557,4.2112,2.44,6.473,5.722,6.9131,3.4446,1.8137,3.7963,6.8776,6.8127,5.2439,3.5778,3.8127,5.873,2.8928,7.1692,3.9401,3.255,2.0933,7.337,3.8744,4.4969,3.8457,2.3005,4.8042,6.9001,5.559,2.7344,2.1922,5.7366,5.356,5.1416,6.5618,4.301,5.5327,4.2977,6.4033,4.1883,0.53657,3.4959,4.4766,4.1002,6.3469,4.7014,3.3326,7.0348,4.4518,1.6857
5.7534,3.7113,8.3316,7.4469,2.6358,7.1716,3.8935,0,3.08,4.7183,4.6316,2.9362,2.3773,1.0475,4.142,7.9108,3.7993,8.0466,4.586,5.735,2.8182,4.3595,7.8419,3.5473,5.5341,11.337,7.6101,8.2163,10.243,9.0376,6.3408,10.296,0.94758,3.466,10.682,8.1555,4.5231,7.1945,3.8345,5.338,2.184,6.0748,3.3747,5.9265,5.1754,10.591,6.8521,9.6115,4.6998,6.0992,9.2718,10.642,5.3126,9.9353,7.9485,5.964,10.346,9.1081,10.673,6.8077,3.9643,6.077,10.257,5.2291,3.9833,5.8934,6.5581,3.7519,6.7592,10.594,1.1357,5.4096,2.7245,11.069,7.0208,4.1946,1.5604,5.7346,8.6962,10.188,9.244,1.8202,5.5026,9.4033,4.339,9.0193,10.202,3.5873,4.0697,5.9937,9.8274,6.2969,3.8867,5.7299,2.5311,2.6308,9.9353,7.1695,3.7012,10.398,0.99484,4.7282
4.2415,6.774,10.052,8.7358,3.3716,6.7058,5.3901,3.08,0,6.1277,3.1951,4.5965,3.9189,3.0351,6.6608,10.182,6.8724,7.6973,6.9898,4.9528,1.8141,2.3383,7.2258,6.5171,7.1726,11.09,8.2023,7.8608,11.323,11.328,6.9867,11.978,2.1482,2.8931,11.433,8.9553,6.1174,9.1349,5.5515,8.2405,2.5948,4.6981,6.2673,8.6499,3.8894,12.217,9.4735,9.7201,7.3866,5.3232,11.354,12.024,6.0777,10.745,8.4672,6.4789,11.546,11.106,11.035,8.8043,4.2939,5.4433,12.264,2.1783,7.059,5.3475,6.1807,6.7192,7.7236,10.382,4.2131,4.914,3.3283,11.344,6.915,7.2359,4.6392,6.2096,9.7986,9.832,9.5453,2.7281,7.4999,11.094,1.7707,10.234,10.35,6.6452,1.2581,8.7243,9.6766,5.4568,5.0707,8.2618,5.6032,1.3339,10.016,9.6752,2.8478,10.12,3.9049,5.2205
4.9581,4.9211,3.9251,2.7444,2.7573,4.0901,0.82772,4.7183,6.1277,0,4.5414,1.7864,2.4222,3.7834,2.5395,4.416,5.1374,4.5462,2.3308,3.8523,4.4049,5.2495,4.7623,4.1068,1.078,7.2803,3.1375,4.6852,5.5268,5.5096,2.0296,5.8544,5.1236,3.6077,5.9989,3.5132,0.38074,3.1078,0.95267,4.5988,3.5483,4.8891,6.5221,4.1694,4.4378,6.1035,4.485,5.3592,3.3021,3.9822,5.3406,6.0049,1.2692,5.247,3.5005,1.9542,5.646,5.0467,6.1663,2.8456,2.1962,3.7547,6.1894,7.4253,5.7666,3.5467,3.5946,6.4921,2.1074,6.5606,4.7181,3.3207,2.8009,6.601,3.479,4.9076,4.59,1.8965,3.978,6.3473,4.8578,3.5253,1.7443,4.9677,5.943,4.3142,5.8713,4.8034,6.1723,4.2448,5.8053,4.1685,1.0613,3.3514,5.1417,4.8152,5.681,4.3746,3.8593,6.4514,5.2503,1.687
